Jorden,415,The-Clash,Queens-Of-The-Stone-Age,Flogging-Molly
Kendall,286,Nirvana,AC/DC,Ozzy-Osbourne
Kelly,214,Marvin-Gaye,The-Police,U2
Ana,211,Metallica,Van-Halen,Guns-N'-Roses
Summer,602,Ashanti,LL-Cool-J,Outkast
Kylee,380,Outkast,Ludacris,LL-Cool-J
Natalia,126,Led-Zeppelin,The-Rolling-Stones,Jimi-Hendrix-Experience
Kyla,391,Ludacris,Fabolous,Beyonce
Juliana,193,Red-Hot-Chili-Peppers,Pink-Floyd,Neil-Young
Caitlyn,202,Pearl-Jam,Incubus,The-Offspring
Crystal,212,Weezer,U2,Radiohead
Abby,332,Sarah-McLachlan,Sheryl-Crow,Barenaked-Ladies
Layla,75,No-Doubt,Red-Hot-Chili-Peppers,Live
Cassidy,338,Van-Halen,Poison,Korn
Delaney,186,U2,The-Cranberries,R.E.M.
Charlotte,60,Ozzy-Osbourne,Alice-In-Chains,3-Doors-Down
Mariana,113,Fleetwood-Mac,Matchbox-Twenty,Eagles
Bianca,479,Linkin-Park,Incubus,Hoobastank
Cassandra,282,Marvin-Gaye,Michael-Jackson,Stevie-Wonder
Valeria,596,R.E.M.,The-Cranberries,Garbage
Tiffany,209,Nirvana,Outkast,Rage-Against-The-Machine
Angelica,521,Liz-Phair,The-Flaming-Lips,The-Pretenders
Carly,355,Guns-N'-Roses,Godsmack,3-Doors-Down
Alana,52,Weezer,Radiohead,The-Cure
Hope,224,Guns-N'-Roses,Audioslave,Alice-In-Chains
Valerie,566,The-Beatles,Nirvana,U2
Giselle,614,The-Police,Led-Zeppelin,Van-Halen
Jasmin,604,Linkin-Park,Santana,Janet-Jackson
Erica,480,Billy-Joel,Chicago,Bryan-Adams
Genesis,554,Dido,Counting-Crows,Sheryl-Crow
Jazmin,565,Guns-N'-Roses,Nickelback,Fleetwood-Mac
Jordyn,262,Linkin-Park,Disturbed,Puddle-Of-Mudd
Mallory,323,Matchbox-Twenty,Celine-Dion,Dixie-Chicks
Kiara,49,The-Police,Billy-Joel,The-Rolling-Stones
Ellie,377,Pink-Floyd,Creedence-Clearwater-Revival,Paul-Simon
Aubrey,254,Garbage,The-Cranberries,Sheryl-Crow
Serenity,517,U2,Pink-Floyd,The-Cure
Erika,465,The-Beatles,Madonna,Tupac-Shakur
Veronica,316,Billy-Joel,The-Beatles,Tom-Petty
Chelsea,153,Marvin-Gaye,Pet-Shop-Boys,Ella-Fitzgerald
Karla,203,U2,The-Clash,Jimi-Hendrix
Sadie,373,AC/DC,U2,John-Mellencamp
Karina,278,Genesis,Prince,Simon-&-Garfunkel
Eva,7,Marvin-Gaye,Beck,Weezer
Jamie,215,Aerosmith,Van-Halen,Poison
Julianna,430,U2,The-Police,R.E.M.
Brenda,15,No-Doubt,Sheryl-Crow,Phil-Collins
Mckenna,535,Aaliyah,Janet-Jackson,50-Cent
Lucy,99,Linkin-Park,Godsmack,Korn
Celeste,321,Billy-Joel,Elton-John,Eric-Clapton
Maggie,347,Marvin-Gaye,Dave-Matthews-Band,Pet-Shop-Boys
Alejandra,301,Nirvana,Soundgarden,Jimi-Hendrix-Experience
Bethany,346,System-Of-A-Down,Godsmack,Eminem
Zoey,298,Staind,Saliva,Hoobastank
Esmeralda,587,Crosby,Led-Zeppelin,Billy-Joel
Makenzie,65,Nirvana,Weezer,Tool
Elena,579,Counting-Crows,The-Cranberries,Vanessa-Carlton
Nadia,476,Aerosmith,Garbage,Creed
Jayla,290,Counting-Crows,Dido,Matchbox-Twenty
Meghan,333,Linkin-Park,Elton-John,The-Verve
Cadence,76,Linkin-Park,3-Doors-Down,Evanescence
Kyra,242,U2,Weezer,Smashing-Pumpkins
Ariel,140,Foo-Fighters,Red-Hot-Chili-Peppers,Alice-In-Chains
Aliyah,302,Guns-N'-Roses,Audioslave,Metallica
Cynthia,570,Nirvana,U2,Pearl-Jam
Liliana,454,Smashing-Pumpkins,U2,Red-Hot-Chili-Peppers
Camryn,339,Marvin-Gaye,The-Police,Radiohead
Elise,32,Eminem,Shaggy,Linkin-Park
Monica,594,Puddle-Of-Mudd,LeAnn-Rimes,Lifehouse
Makenna,287,Sarah-McLachlan,The-Cranberries,Matchbox-Twenty
Kailey,481,Sarah-McLachlan,Depeche-Mode,Dido
Alison,114,Nirvana,Weezer,Outkast
Hanna,269,Linkin-Park,Godsmack,Staind
Vivian,296,Aerosmith,Tom-Petty,AC/DC
Lizbeth,13,Pink-Floyd,Tom-Petty,The-Rolling-Stones
Macy,322,The-Flaming-Lips,Mazzy-Star,The-Pixies
Desiree,394,Billy-Joel,The-Beatles,Fleetwood-Mac
Jayden,495,Marvin-Gaye,Stevie-Wonder,Prince
Rebekah,462,Godsmack,3-Doors-Down,Hoobastank
Allyson,478,The-Beatles,Led-Zeppelin,Pink-Floyd
Haylee,343,Garbage,The-Cranberries,Counting-Crows
Carmen,399,Prince,Luther-Vandross,Aretha-Franklin
Brittany,350,U2,The-Cranberries,Matchbox-Twenty
Lindsay,217,Guns-N'-Roses,Metallica,Stone-Temple-Pilots
Josephine,201,Guns-N'-Roses,Van-Halen,AC/DC
Nina,93,Red-Hot-Chili-Peppers,The-Rolling-Stones,Metallica
Heather,237,The-Beatles,Beastie-Boys,Eminem
Hayley,191,Liz-Phair,Norah-Jones,The-Pretenders
Jazmine,305,Marvin-Gaye,U2,Pet-Shop-Boys
Asia,45,Nirvana,Fleetwood-Mac,Billy-Joel
Kara,250,Audioslave,Blink-182,Tool
Jaden,164,Guns-N'-Roses,Van-Halen,Ozzy-Osbourne
Laila,28,Van-Halen,Guns-N'-Roses,The-Rolling-Stones
Camille,100,U2,The-Cranberries,Counting-Crows
Cameron,586,Dido,Garbage,The-Cranberries
Joanna,243,Billy-Joel,Foreigner,Paul-Simon
Carolina,470,U2,Radiohead,Beastie-Boys
Katelynn,223,Puddle-Of-Mudd,U2,Creed
Shannon,98,The-Beatles,The-Police,Tom-Petty
Keira,29,Guns-N'-Roses,Van-Halen,Stone-Temple-Pilots
Selena,273,Red-Hot-Chili-Peppers,Weezer,Pearl-Jam
Reese,581,Van-Halen,Guns-N'-Roses,Metallica
Bella,444,Disturbed,System-Of-A-Down,The-Offspring
Julie,19,Guns-N'-Roses,Puddle-Of-Mudd,Nickelback
Aniya,501,Nirvana,Rage-Against-The-Machine,Alice-In-Chains
Kristen,335,Staind,The-Offspring,Pearl-Jam
Raven,97,Marvin-Gaye,Stevie-Wonder,Michael-Jackson
Diamond,477,Coldplay,The-Cranberries,Nine-Inch-Nails
Guadalupe,143,Linkin-Park,Puddle-Of-Mudd,Hoobastank
Piper,146,Aretha-Franklin,Marvin-Gaye,Stevie-Wonder
Alaina,568,Pink-Floyd,Tom-Petty,The-Offspring
Heaven,195,Guns-N'-Roses,3-Doors-Down,No-Doubt
Claudia,474,Eminem,Ludacris,Fabolous
Kendra,423,Crosby,Fleetwood-Mac,Foreigner
Fatima,221,U2,Coldplay,Radiohead
Savanna,353,Linkin-Park,Limp-Bizkit,Puddle-Of-Mudd
Miriam,124,Ludacris,Eminem,LL-Cool-J
Kira,207,Ludacris,LL-Cool-J,Sean-Paul
Tessa,533,Eminem,Veruca-Salt,Linkin-Park
Dakota,87,U2,The-Beatles,Counting-Crows
Cecilia,494,Billy-Joel,The-Pretenders,Liz-Phair
April,450,Van-Halen,Guns-N'-Roses,Metallica
Sandra,456,Celine-Dion,LeAnn-Rimes,Bryan-Adams
Katrina,239,Aerosmith,Van-Halen,Guns-N'-Roses
Ashlee,289,Hoobastank,System-Of-A-Down,Alien-Ant-Farm
Michaela,585,Coldplay,Weezer,The-Cure
Clara,264,Styx,The-Sex-Pistols,Kansas
Kayleigh,86,Nirvana,Foo-Fighters,Weezer
Camila,442,Nirvana,Tool,Pearl-Jam
Ashlynn,466,Van-Halen,Poison,Ratt
Anastasia,78,R.E.M.,Coldplay,The-Cranberries
Nancy,157,The-Beatles,Beck,Ben-Folds-Five
Keerthana,21,The-Beatles,Radiohead,Pink-Floyd
Nabiha,281,Matchbox-Twenty,Garbage,3-Doors-Down
Ayaka,615,Eminem,Sean-Paul,Jennifer-Lopez
