415,The-Clash,Queens-Of-The-Stone-Age,Flogging-Molly
470,U2,Radiohead,Beastie-Boys
223,Puddle-Of-Mudd,U2,Creed
98,The-Beatles,The-Police,Tom-Petty
29,Guns-N'-Roses,Van-Halen,Stone-Temple-Pilots
273,Red-Hot-Chili-Peppers,Weezer,Pearl-Jam
581,Van-Halen,Guns-N'-Roses,Metallica
444,Disturbed,System-Of-A-Down,The-Offspring
19,Guns-N'-Roses,Puddle-Of-Mudd,Nickelback
501,Nirvana,Rage-Against-The-Machine,Alice-In-Chains
335,Staind,The-Offspring,Pearl-Jam
97,Marvin-Gaye,Stevie-Wonder,Michael-Jackson
477,Coldplay,The-Cranberries,Nine-Inch-Nails
143,Linkin-Park,Puddle-Of-Mudd,Hoobastank
146,Aretha-Franklin,Marvin-Gaye,Stevie-Wonder
568,Pink-Floyd,Tom-Petty,The-Offspring
195,Guns-N'-Roses,3-Doors-Down,No-Doubt
474,Eminem,Ludacris,Fabolous
423,Crosby,Fleetwood-Mac,Foreigner
221,U2,Coldplay,Radiohead
353,Linkin-Park,Limp-Bizkit,Puddle-Of-Mudd
124,Ludacris,Eminem,LL-Cool-J
207,Ludacris,LL-Cool-J,Sean-Paul
533,Eminem,Veruca-Salt,Linkin-Park
87,U2,The-Beatles,Counting-Crows
494,Billy-Joel,The-Pretenders,Liz-Phair
450,Van-Halen,Guns-N'-Roses,Metallica
456,Celine-Dion,LeAnn-Rimes,Bryan-Adams
239,Aerosmith,Van-Halen,Guns-N'-Roses
289,Hoobastank,System-Of-A-Down,Alien-Ant-Farm
585,Coldplay,Weezer,The-Cure
264,Styx,The-Sex-Pistols,Kansas
86,Nirvana,Foo-Fighters,Weezer
442,Nirvana,Tool,Pearl-Jam
466,Van-Halen,Poison,Ratt
78,R.E.M.,Coldplay,The-Cranberries
157,The-Beatles,Beck,Ben-Folds-Five
21,The-Beatles,Radiohead,Pink-Floyd
281,Matchbox-Twenty,Garbage,3-Doors-Down
615,Eminem,Sean-Paul,Jennifer-Lopez
